,idstd,id,a4a,a6a,a2,a1c,competition_select,tax_select,vat_applicable,a4b_v4,a0,a3a,a6c,a7,panel,a1a,a14d,a14m,a14y,a14h,a14min,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b1_RO,b3a,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c31,c32,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c33,c34,c34b,c34bx,c152,c162,c172,c35a,c35b,c22b,c36,c37,c38,c39,c40a,c40b,c41a,c41b,c42,c30a,d1a1a,d1a6a,d1a6b,d1a6c,d1a6cx,d1a3,d2,d2x,d2a1,d2a1x,n3,n3x,d3a,d3b,d3c,d31x,d32,d4a,d4b,d33a,d33b,d34,d35,d36a,d36b,d37,d8,d12a,d12b,d13,d38x,d39,d14a,d14b,d40a,d40b,d41,d30a,d30b,o1,o2,o3a,o3b,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e31a,e31b,e6,e11,e32,e33,e34,e35,e30,h1,h2,h3x,h4x,h5,h6x,h7x,h8,h9,f1,g2,g3,g4,g31,g32,g33,g5a,g5b,g5bx,g30a,ge3,ge3a,ge7,ge8d,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5hdj,k5hdj1,k4b,n5c,n5d,k6,k7,k82,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k162,k17,k20a1,k31,k32,k21,k33,k34,k35,k36,k37,k38,k39,k40,k30,j31,j2,j3,j4,j5,j32,j33,j34,j35a,j35b,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,i30,j30_taxrate_pos,j30_taxadmin_pos,j30_permit_pos,j30_instability_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,l1,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l9b,l9b1,l10,l11a,l11a1,l11b,l11b1,l12a,l12a1,l31,l32,l33,l34,l35,l36,l1a,l6,l6a,l8,l37,l38,l39,l40,l41,l30a,l30b,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,n2a,n2a2,n2b,n2k,n2l,n2e,n2i,n2a1,n2e1,n7a,n11,n12,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
516,1174635,34136,Construction,Large,North West,Firm,1,1,Yes,Civil engineering,Other services,North West,209,No,0,Romanian,2,6,2023,9,49,2022,12,31,Romania,s2,,,,,,Sole proprietorship,,S.R.L. cu proprietar unic,Yes,100,0,0,0,No,,2000,60,2000,30,No,Yes,ISO 9000,No,,,,58000,No,,,,,,No,,No,,,,100,Cubic meters,,No,,,,,Yes,No,,,No,,,,,With no difficulty at all,Minor obstacle,Construction of,,,,,95,181000900,One Hundred Eighty One Million Nine Hundred,,,186800150,One Hundred Eighty Six Million Eight Hundred Thousand One Hundred Fifty,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,No obstacle,No obstacle,No,,Tend to agree,Tend to agree,We fixed it and took action to make sure it did not happen again,Yes,3-9 production performance indicators,Yes,Main focus was on short-term (less than one year) production targets,Possible to achieve without much effort,Most managers and some production workers,No,,Non-managers are normally not promoted,Does not apply (spontaneous),National â main product sold mostly across the country where establishment is located,50,Below 50%,,No,No,No change,Prices set by HQ,Yes,Positively,Minor obstacle,No,,,,No,,,No,,,Yes,30.0,No,No,,,,,,No obstacle,No,,Yes,Yes,100,0,0,0,0,Yes,25654100.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,Yes,Yes,"Yes, both a line of credit and a loan",Private commercial banks,2022.0,2000000.0,No,,,,,,,2.0,7082898.0,No,"Yes, both a line of credit and a loan",,Application was approved in part,0.0,50.0,Yes,100,"Internet and mobile banking, including direct debit transfer",9.0,4.0,120.0,100,"Internet and mobile banking, including direct debit transfer",4.0,No obstacle,Tend to agree,30,No,,,,,"Yes, fully",32.0,,"Yes, fully","Yes, fully",No,,The establishment did not need to apply for a VAT cash refund,Yes,Very much difficult,Yes,30.0,No payments or gifts are paid,,No,,,No,,,No obstacle,Very severe obstacle,No obstacle,Major obstacle,Moderate obstacle,No obstacle,No obstacle,5,3,2,1,6,4,7,186,234,,,150,36,0,,,35.0,35.0,,No,,,,,,,20,No hires,Other,Yes,14.0,14.0,0,5,0.0,One month or less,No,,,No,,Minor obstacle,Major obstacle,Electricity,5,12,10,2,1,14,15,11,3,6,4,13,9,8,7,16089185,7653511.0,677892,67680,30000,,,,,,16,19,2,6,2023,10,49,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,3,No,No,Less than 50.000,4210,North West,Large (100 or more),Construction,Fresh,5.6318994,5.841914,14.357783,34
517,1174636,34226,Garments,Small,South Mutenia,Firm,1,0,Yes,Wearing apparel,Manufacturing,South Mutenia,8,No,0,Romanian,30,8,2023,16,11,2022,12,31,Romania,s1,,,,,,Shareholding company with non-traded shares or shares traded privately,,S.R.L.,No,100,0,0,0,Yes,51.0,2021,3,2021,20,No,No,,Yes,15.0,No,2100.0,500,Yes,2.0,0.0,10.0,None,,No,,No,,,,6,Cubic meters,,No,,,,,No,No,,,No,,,,,With little difficulty,Very severe obstacle,Manufacturing of ,,,,,100,290620,Two Hundred Ninety Thousand Six Hundred Twenty,250000.0,Two Hundred Fifty Thousand,Establishment was not in business in Fiscal Year,,100,0,0,,,,,,,,,,,,,0,100,Yes,Turkey,Land border crossing,Less than one day,14.0,1.0,,1.0,Minor obstacle,Minor obstacle,No,,Tend to agree,Strongly agree,,,,,,,,,,,,National â main product sold mostly across the country where establishment is located,Too many to count,Below 50%,,No,No,"Yes, there is more competition",No,No,,No obstacle,No,,,,No,,,No,,75.0,No,,,No,,,,,,No obstacle,No,,No,No,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,Yes,No,Other,,,,No,80,"Internet and mobile banking, including direct debit transfer",3.0,0.0,35.0,75,"Internet and mobile banking, including direct debit transfer",0.0,Moderate obstacle,Tend to agree,10,No,,,,,No,,25.0,"Yes, fully","Yes, fully",Not VAT eligible,,,No,,No,,No payments or gifts are paid,,Yes,15.0,No,No,,,Minor obstacle,Minor obstacle,No obstacle,Minor obstacle,Minor obstacle,No obstacle,No obstacle,7,1,2,6,3,4,5,10,Establishment was not in business,9.0,1.0,0,3,6,8.0,1.0,,,3.0,No,,,,,,,No need to hire any new permanent full-time workers,,,No,,,0,1,1.0,6.0,No,,,Yes,Yes,Minor obstacle,Minor obstacle,Electricity,2,12,13,8,3,14,11,9,7,6,5,1,10,15,4,240000,Don't know (spontaneous),6120,370,650,0.0,,230000.0,Does not apply,25000.0,1,19,30,8,2023,16,48,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,4,No,No,Less than 50.000,1410,South Mutenia,Small (5-19),Garments,Fresh,13.504395,16.971615,49.374268,149
518,1174637,34597,Construction,Large,West,Firm,0,1,Yes,Specialized construction activities,Other services,West,125,No,0,Romanian,8,8,2023,17,27,2022,12,31,Romania,s7,,,,,,Sole proprietorship,,S.R.L. cu proprietar unic,Yes,100,0,0,0,No,,2003,1,2003,20,No,Yes,"ISO 9001, ISO 14001, OHSAS 18001, SRM 8000",No,,,,1000,No,,,,,,Yes,5.0,No,,,,100,Cubic meters,,No,,,,,Yes,No,,,No,,,,,With no difficulty at all,Minor obstacle,Construction of,,,,,40,48700000,Forty Eight Million Seven Hundred Thousand,,,34600000,Thirty Four Million Six Hundred Thousand,90,0,10,,,,,,,,,,,,2018.0,20,80,Yes,Hungary,Land border crossing,Less than one day,4.0,Less than one day,4.0,1.0,Moderate obstacle,No obstacle,Yes,Yes,Tend to disagree,Tend to disagree,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,3-9 production performance indicators,Yes,Main focus was on short-term (less than one year) production targets,Possible to achieve with more than normal effort,Most managers and some production workers,No,,Non-managers are normally not promoted,Rarely or never,National â main product sold mostly across the country where establishment is located,Too many to count,,5.0,Yes,No,"Yes, there is more competition",No,No,,No obstacle,No,,,,No,,,No,,,No,,,No,,,,,,Moderate obstacle,No,,Yes,Yes,20,50,0,30,0,Yes,4000000.0,0.0,30.0,,0.0,,70.0,,0.0,,0.0,,0.0,,,,,Yes,Yes,"Yes, both a line of credit and a loan",Private commercial banks,2023.0,1000000.0,Yes,Yes,No,No,No,No,1500000.0,5.0,5000000.0,No,No,Application procedures were complex,,,,No,100,"Internet and mobile banking, including direct debit transfer",2.0,1.0,500.0,100,"Internet and mobile banking, including direct debit transfer",1.0,Major obstacle,Tend to agree,30,Yes,2.0,No,No,,No,120.0,,"Yes, fully","Yes, fully",No,,The establishment did not need to apply for a VAT cash refund,Yes,Moderately difficult,Yes,60.0,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Moderate obstacle,Moderate obstacle,Major obstacle,Minor obstacle,Moderate obstacle,Minor obstacle,1,2,4,5,3,7,6,125,116,,,12,100,13,,,12.0,,110.0,Yes,,,,,No female employees trained,,20,10.0,Lack of skilled labor,Yes,4.0,No severance was paid,2,No full-time seasonal or temporary workers,,,No,,,No,,Major obstacle,Major obstacle,Access to finance,2,12,14,11,9,7,6,15,3,8,13,1,5,4,10,6000000,1500000.0,12000,6000,3000,,,,,,1,19,8,8,2023,18,17,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,2,No,No,Over 250.000 to 1 million,4330,West,Large (100 or more),Construction,Fresh,3.347676,3.345886,6.801593,284
519,1174638,34640,Construction,Large,South East,Firm,0,0,Yes,Civil engineering,Other services,South East,131,No,0,Romanian,23,11,2023,9,33,2022,12,31,Romania,f25,,,,,,Shareholding company with shares traded on the stock market,,S.A. - AcÈiuni care sunt tranzacÈionate public,Don't know (spontaneous),50,50,0,0,No,,1993,150,1993,42,No,Yes,"ISO 9001, ISO 14001",No,,,,17000,No,,,,,,No,,No,,,,Don't know (spontaneous),,,No,,,,,Yes,Yes,Don't know (spontaneous),Don't know (spontaneous),Yes,Less than 1 hour,Don't know (spontaneous),None,,With no difficulty at all,Major obstacle,Construction of,,,,,98,27581819,Twenty Seven Million Five Hundred Eighty One Thousand Eight Hundred Nineteen,,,29942091,Twenty Nine Million Nine Hundred Forty Two Thousand Ninety One,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,Major obstacle,No obstacle,Yes,Yes,Tend to agree,Don't know (spontaneous),We fixed it but did not take further action,Yes,3-9 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with more than normal effort,Most managers and some production workers,No,,Does not apply (spontaneous),Rarely or never,Local â main product sold mostly in same municipality where establishment is located,Too many to count,,Don't know (spontaneous),No,No,"Yes, there is less competition",No,No,,No obstacle,No,,,,No,,,No,,,Yes,10.0,No,No,,,,,,No obstacle,No,,No,No,99,1,0,0,0,Yes,Don't know (spontaneous),352800.0,99.0,,0.0,,1.0,,0.0,,0.0,,0.0,,,,,Yes,Yes,"Yes, a line of credit only",Private commercial banks,2023.0,800000.0,Yes,Yes,Yes,No,No,No,Don't know (spontaneous),1.0,1650000.0,No,"Yes, a line of credit only",,Application was approved in full,,,No,100,"Internet and mobile banking, including direct debit transfer",1.0,1.0,35.0,85,"Internet and mobile banking, including direct debit transfer",1.0,Major obstacle,Strongly agree,5,No,,,,,No,,One hour or less,"Yes, fully","Yes, fully",No,,VAT cash refunds take too long to receive,Yes,Very much difficult,Yes,54.0,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,No obstacle,Minor obstacle,Very severe obstacle,Major obstacle,Moderate obstacle,Minor obstacle,7,4,2,5,3,6,1,122,150,,,51,64,7,,,13.0,,84.0,Yes,,,,,,7.0,30,30.0,,Yes,15.0,No severance was paid,126,No full-time seasonal or temporary workers,,,No,,,Yes,Yes,Minor obstacle,Major obstacle,Access to finance,7,4,11,14,3,12,15,13,8,2,10,6,5,9,1,5545849,Don't know (spontaneous),612521,35037,1800,,,,,,Don't know (spontaneous),Don't know (spontaneous),23,11,2023,11,4,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,2,No,No,Over 250.000 to 1 million,4210,South East,Large (100 or more),Construction,Fresh,2.3953745,2.9350736,6.0232983,144
520,1174639,34684,Other Services,Medium,North West,Firm,0,1,Yes,Food,Manufacturing,North West,108,No,0,Romanian,28,7,2023,14,14,2022,12,31,Romania,s1,,,,,,Shareholding company with non-traded shares or shares traded privately,,S.R.L.,Yes,100,0,0,0,Yes,50.0,2013,4,2013,15,Yes,No,,No,,,,2400,Yes,1.0,0.0,10.0,None,,No,,No,,,,95,Cubic meters,,No,,,,,Yes,No,,,No,,,,,With no difficulty at all,Very severe obstacle,Manufacturing of ,,,,,100,27120000,Twenty Seven Million One Hundred Twenty Thousand,24720000.0,Twenty Four Million Seven Hundred Twenty Thousand,21098000,Twenty One Million Ninety Eight Thousand,100,0,0,,,,,,,,,,,,,80,20,No,,,,,,,,Moderate obstacle,No obstacle,No,,Strongly agree,Tend to agree,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,3-9 production performance indicators,Yes,Main focus was on short-term (less than one year) production targets,Possible to achieve with normal amount of effort,All managers and most production workers,No,,Promotions were based solely on performance and ability,Rarely or never,National â main product sold mostly across the country where establishment is located,Too many to count,,40.0,No,No,"Yes, there is more competition",Yes,No,,No obstacle,No,,,,No,,,No,,75.0,No,,,No,,,,,,Major obstacle,No,,No,Yes,70,30,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,No,"Yes, both a line of credit and a loan",Private commercial banks,2020.0,2000000.0,No,,,,,,,2.0,Don't know (spontaneous),No,No,No need for a loan - establishment had sufficient capital,,,,Yes,30,Debit cards,2.0,1.0,32.0,70,"Internet and mobile banking, including direct debit transfer",1.0,Major obstacle,Tend to agree,10,Yes,1.0,No,No,,"Yes, partially",140.0,,"Yes, fully","Yes, fully",Yes,8.0,,No,,No,,No payments or gifts are paid,,No,,,No,,,Very severe obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,No obstacle,No obstacle,5,2,3,7,6,4,1,108,70,88.0,20.0,7,65,16,72.0,9.0,,,78.0,No,,,,,,,No need to hire any new permanent full-time workers,,,No,,,0,No full-time seasonal or temporary workers,,,No,,,Yes,Yes,Moderate obstacle,Moderate obstacle,Tax rates,11,12,7,10,3,4,1,14,15,13,9,2,6,5,8,4920000,1230000.0,28800,6200,2600,10850000.0,,3150000.0,9850000.0,8450000.0,16,9,28,7,2023,14,42,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,4,No,No,Less than 50.000,1030,North West,Medium (20-99),Other Services,Fresh,20.638035,21.929672,69.182335,25
521,1174640,34934,Construction,Small,Centre,Firm,0,1,Yes,Construction of buildings,Other services,Centre,6,No,0,Romanian,23,6,2023,9,29,2022,12,31,Romania,s2,,,,,,Sole proprietorship,,S.R.L. cu proprietar unic,Yes,100,0,0,0,No,,2017,1,2017,6,No,No,,No,,,,1000,No,,,,,,No,,No,,,,7,Cubic meters,,No,,,,,No,No,,,No,,,,,With no difficulty at all,No obstacle,Construction of,,,,,100,500000,Five Hundred Thousand,,,300000,Three Hundred Thousand,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,No obstacle,No obstacle,No,,Strongly agree,Strongly agree,,,,,,,,,,,,Local â main product sold mostly in same municipality where establishment is located,Too many to count,,60.0,Yes,No,"Yes, there is more competition",Yes,No,,Minor obstacle,No,,,,No,,,No,,,No,,,No,,,,,,No obstacle,No,,No,No,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,No,30,"Internet and mobile banking, including direct debit transfer",Payment received in less than a day,1.0,20.0,60,"Internet and mobile banking, including direct debit transfer",20.0,No obstacle,Strongly agree,55,No,,,,,"Yes, fully",35.0,,"Yes, fully","Yes, fully",No,,The establishment did not need to apply for a VAT cash refund,No,,No,,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Moderate obstacle,Minor obstacle,Minor obstacle,Minor obstacle,No obstacle,No obstacle,5,7,3,1,4,2,6,6,6,,,6,0,0,,,0.0,,6.0,No,,,,,,,No need to hire any new permanent full-time workers,,,No,,,0,No full-time seasonal or temporary workers,,,No,,,No,,No obstacle,Moderate obstacle,Inadequately educated workforce,5,1,9,8,14,2,12,3,11,10,13,6,15,4,7,180000,50000.0,9600,3700,3200,,,,,,1,19,23,6,2023,10,4,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,4,No,No,Less than 50.000,4100,Centre,Small (5-19),Construction,Fresh,65.37149,95.76476,180.21483,46
522,1174641,34954,Construction,Small,South Mutenia,Firm,0,1,Yes,Construction of buildings,Other services,South Mutenia,13,No,0,Romanian,16,6,2023,9,30,2022,12,31,Romania,s5,,,,,,Shareholding company with non-traded shares or shares traded privately,,S.R.L.,Yes,100,0,0,0,No,,1993,4,1993,30,No,No,,No,,,,100,No,,,,,,No,,No,,,,30,Cubic meters,,No,,,,,No,No,,,No,,,,,With no difficulty at all,No obstacle,Construction of,,,,,100,2500000,Two Million Five Hundred Thousand,,,4000000,Four Million,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,No obstacle,No obstacle,No,,Tend to agree,Tend to agree,,,,,,,,,,,,National â main product sold mostly across the country where establishment is located,10,,Don't know (spontaneous),No,No,No change,No,No,,Minor obstacle,No,,,,No,,,No,,,No,,,No,,,,,,No obstacle,No,,No,No,85,0,0,15,0,Yes,520000.0,0.0,85.0,,0.0,,0.0,,0.0,,15.0,,0.0,,,,,Yes,Yes,No,,,,,,,,,,,,,No,No,Interest rates were not favorable,,,,No,85,"Internet and mobile banking, including direct debit transfer",1.0,1.0,180.0,1,"Internet and mobile banking, including direct debit transfer",1.0,Moderate obstacle,Tend to disagree,5,No,,,,,"Yes, partially",32.0,,"Yes, fully","Yes, fully",No,,VAT cash refunds take too long to receive,Yes,Moderately difficult,Yes,30.0,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Moderate obstacle,Moderate obstacle,Major obstacle,Moderate obstacle,Minor obstacle,Moderate obstacle,1,6,4,5,2,7,3,13,13,,,7,6,0,,,0.0,80.0,,No,,,,,,,No need to hire any new permanent full-time workers,,,No,,,0,No full-time seasonal or temporary workers,,,No,,,No,,Minor obstacle,Minor obstacle,Tax rates,14,1,12,6,13,15,11,3,2,4,8,10,9,5,7,780000,351000.0,960,1800,2100,,,,,,1,16,16,6,2023,10,4,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,3,No,No,Less than 50.000,4100,South Mutenia,Small (5-19),Construction,Fresh,86.12906,103.84065,270.02222,156
523,1174642,35689,Other Manufacturing,Medium,South Mutenia,Firm,1,1,Yes,Fabricated metal products,Manufacturing,South Mutenia,40,No,0,Romanian,3,7,2023,9,37,2022,12,31,Romania,s7,,,,,,Shareholding company with non-traded shares or shares traded privately,,S.R.L.,No,100,0,0,0,Yes,40.0,2002,2,2002,21,Yes,Yes,"ISO 9001, ISO 14001, OHSAS 18001",No,,,,3500,Yes,0.0,,,None,,No,,No,,,,90,Cubic meters,,Yes,0.0,,None,,Yes,No,,,Yes,2.0,,None,,With some difficulty,Moderate obstacle,Manufacturing of ,,,,,40,54600000,Fifty Four Million Six Hundred Thousand,30800000.0,Thirty Million Eight Hundred Thousand,20000000,Twenty Million,50,50,0,,,,,,,,,,,,2021.0,100,0,,,,,,,,,Minor obstacle,No obstacle,Yes,Yes,Tend to disagree,Tend to disagree,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,3-9 production performance indicators,Yes,Main focus was on short-term (less than one year) production targets,Possible to achieve with more than normal effort,Most managers and some production workers,No,,Promotions were based solely on performance and ability,Rarely or never,National â main product sold mostly across the country where establishment is located,Too many to count,Below 50%,,No,No,"Yes, there is more competition",No,No,,No obstacle,No,,,,No,,,No,,80.0,No,,,No,,,,,,Minor obstacle,No,,No,Yes,100,0,0,0,0,No,,,,,,,,,,,,,,,Yes,1000000.0,300000.0,Yes,Yes,"Yes, a line of credit only",Private commercial banks,2021.0,500000.0,Yes,Yes,No,No,No,No,600000.0,1.0,500000.0,No,No,Interest rates were not favorable,,,,Yes,100,"Internet and mobile banking, including direct debit transfer",2.0,1.0,400.0,100,"Internet and mobile banking, including direct debit transfer",1.0,Moderate obstacle,Tend to agree,30,No,,,,,No,150.0,,"Yes, fully","Yes, fully",No,,The establishment did not need to apply for a VAT cash refund,Yes,Moderately difficult,Yes,40.0,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Minor obstacle,Minor obstacle,Moderate obstacle,Minor obstacle,Major obstacle,Minor obstacle,2,5,1,7,6,4,3,40,50,35.0,5.0,5,30,0,4.0,3.0,,100.0,,No,,,,,,,No need to hire any new permanent full-time workers,,,No,,,2,No full-time seasonal or temporary workers,,,No,,,No,,Moderate obstacle,Moderate obstacle,Courts,9,5,11,10,13,4,15,7,12,1,8,2,14,6,3,2000000,800000.0,50000,6000,2000,25000000.0,,2500000.0,22000000.0,30000000.0,14,19,3,7,2023,10,42,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,4,No,No,Over 250.000 to 1 million,2512,South Mutenia,Medium (20-99),Other Manufacturing,Fresh,19.325554,20.353308,61.982044,165
524,1174643,35697,Construction,Small,North East,Firm,1,1,Yes,Construction of buildings,Other services,North East,24,No,0,Romanian,2,8,2023,14,14,2022,12,31,Romania,s2,,,,,,Sole proprietorship,,S.R.L. cu proprietar unic,Yes,100,0,0,0,No,,2007,1,2007,16,No,Yes,"ISO 9001, ISO 17000",Yes,120.0,No,11000.0,1500,Yes,1.0,1.0,5.0,None,,Yes,5.0,No,,,,50,Cubic meters,,No,,,,,Yes,No,,,No,,,,,With no difficulty at all,Moderate obstacle,Construction of,,,,,100,5000400,Five Million Four Hundred,,,4400700,Four Million Four Hundred Thousand Seven Hundred,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,No obstacle,No obstacle,Yes,Yes,Does not apply (spontaneous),Strongly agree,We fixed it and took action to make sure it did not happen again,No,,No,,,,Yes,The establishmentâs performance ,Promotions were based solely on performance and ability,Rarely or never,Local â main product sold mostly in same municipality where establishment is located,Too many to count,Between 50% and 90%,,Yes,No,No change,Prices are regulated,No,,Moderate obstacle,No,,,,No,,,No,,,Yes,3.0,No,No,,,,,,No obstacle,No,,No,Yes,100,0,0,0,0,Yes,100000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,Yes,Yes,"Yes, a line of credit only",Private commercial banks,2021.0,350000.0,No,,,,,,,1.0,380000.0,Yes,No,No need for a loan - establishment had sufficient capital,,,,Yes,100,Other,1.0,4.0,40.0,100,Other,1.0,Minor obstacle,Strongly disagree,1,No,,,,,"Yes, partially",30.0,,"Yes, fully","Yes, fully",No,,VAT cash refunds take too long to receive,Yes,Very much difficult,Yes,120.0,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Minor obstacle,No obstacle,No obstacle,Moderate obstacle,Moderate obstacle,No obstacle,2,1,6,5,7,4,3,24,3,,,4,20,0,,,1.0,,24.0,No,,,,,,,No need to hire any new permanent full-time workers,,,No,,,0,No full-time seasonal or temporary workers,,,No,,,No,,Very severe obstacle,Minor obstacle,Tax administration,13,1,6,15,7,4,9,11,12,14,3,8,10,2,5,1150000,172500.0,22100,3100,6000,,,,,,16,19,2,8,2023,15,6,Somewhat truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,4,No,No,Less than 50.000,4100,North East,Small (5-19),Construction,Fresh,50.651237,63.415627,148.25998,84
525,1174644,36099,Garments,Small,Centre,Firm,1,0,Yes,Wearing apparel,Manufacturing,Centre,9,No,0,Romanian,9,6,2023,15,2,2022,12,31,Romania,s2,,,,,,Sole proprietorship,,S.R.L. cu proprietar unic,Yes,100,0,0,0,No,,1992,4,1992,31,No,No,,No,,,,450,Yes,2.0,1.0,15.0,None,,No,,No,,,,15,Cubic meters,,No,,,,,Yes,No,,,No,,,,,With no difficulty at all,No obstacle,Manufacturing of ,,,,,100,922000,Nine Hundred Twenty Two Thousand,675500.0,Six Hundred Seventy Five Thousand Five Hundred,460500,Four Hundred Sixty Thousand Five Hundred,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,No obstacle,No obstacle,No,,Strongly agree,Strongly agree,,,,,,,,,,,,National â main product sold mostly across the country where establishment is located,Too many to count,Between 50% and 90%,,No,No,"Yes, there is more competition",Yes,No,,Minor obstacle,No,,,,No,,,No,,85.0,No,,,No,,,,,,Major obstacle,No,,Yes,Yes,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,No,"Yes, a line of credit only",,Application was approved in full,,,No,20,Credit cards,3.0,1.0,100.0,50,Credit cards,1.0,Major obstacle,Strongly agree,60,Yes,2.0,No,No,,"Yes, fully",,18.0,"Yes, fully","Yes, fully",No,,The establishment did not need to apply for a VAT cash refund,No,,No,,No payments or gifts are paid,,No,,,No,,,Major obstacle,Moderate obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,3,2,4,5,7,6,1,9,10,8.0,1.0,8,0,0,8.0,1.0,,,9.0,No,,,,,,,No need to hire any new permanent full-time workers,,,No,,,0,No full-time seasonal or temporary workers,,,No,,,No,,Moderate obstacle,Major obstacle,Inadequately educated workforce,5,4,7,1,15,11,2,9,13,3,12,14,8,6,10,270000,132000.0,3800,770,1450,350000.0,,270000.0,162000.0,702000.0,16,19,9,6,2023,16,7,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,3,No,No,Less than 50.000,1410,Centre,Small (5-19),Garments,Fresh,5.042741,7.700419,16.212296,39
